,RT_Time,RT_Depth,RT_PUMP_ON,RT_PUMP_OFF,RT_ROP,RT_RPM.W,RT_SLIDE_BIT,RT_WOB,MR_GAMA.5S5A,MR_FLOW.M,MR_ROTATION,MR_RPM-AVG.MR,MR_RPM-MAG-AVG.MR,MR_GRAV.M,MR_VIBA.MR,MR_VIBL.MR,PD_Gamma,PD_Pump Event,PD_Axial Vibration,PD_Lateral Vibration
89346,2024-12-10 11:48:54,484.43,,,,,,150.44,,,,,,,,,,,,
89350,2024-12-10 11:48:59,484.43,,,,,,150.87,,,,,,,,,,,,
89352,2024-12-10 11:49:04,484.43,,,,,,150.8,,,,,,,,,,,,
89356,2024-12-10 11:49:09,484.43,,,,,,151,,,,,,,,,,,,
89357,2024-12-10 11:49:09,484.43,,,,,,151,,,,,,,,,,,,
89362,2024-12-10 11:49:14,484.43,,,,,,150.57,,,,,,,,,,,,
89367,2024-12-10 11:49:19,484.43,,,,,,149.69,,,,,,,,,,,,
89372,2024-12-10 11:49:24,484.43,,,,,,148.96,,,,,,,,,,Pumps On Event,,
89375,2024-12-10 11:49:26,484.43,,,,,,,,,,,,,,,,Pumps On Event,,
89377,2024-12-10 11:49:29,484.43,,,,,,153.25,,,,,,,,,,,,
89378,2024-12-10 11:49:29,484.43,,,,,,153.25,,,,,,,,,,,,
89381,2024-12-10 11:49:34,484.43,,,,,,154.88,,,,,,,,,,Pumps Off Event,,
89385,2024-12-10 11:49:39,484.43,,,,,,154.95,,,,,,,,,,,,
89389,2024-12-10 11:49:44,484.43,,,,,,155.05,,,,,,,,,,,,
89393,2024-12-10 11:49:49,484.43,,,,,,155.03,,,,,,,,,,Pumps On Event,,
89394,2024-12-10 11:49:49,484.43,,,,,,155.03,,,,0,,,,0.2739697,,Pumps On Event,,
89399,2024-12-10 11:49:55,484.43,,,,,,154.71,,,,,,,,,,,,
89400,2024-12-10 11:50:00,484.43,,,,,,154.65,,,,,,,,,,,,
89403,2024-12-10 11:50:05,484.43,,,,,,154.71,,,,,,,,,,,,
89406,2024-12-10 11:50:10,484.43,,,,,,154.89,,,,,,,,,,Pumps On Event,,
89408,2024-12-10 11:50:15,484.43,,,,,,154.93,,,,,,,,,,,,
89409,2024-12-10 11:50:20,484.43,,,,,,154.91,,,,,,,,,,,,
89412,2024-12-10 11:50:25,484.43,,,,,,155.08,,,,,,,,,,,,
89414,2024-12-10 11:50:30,484.43,,,,,,154.91,,,,,,,,,,,,
89415,2024-12-10 11:50:35,484.43,,,,,,155,,,,,,,,,,,,
89418,2024-12-10 11:50:40,484.43,,,,,,154.82,,,,,,,,,,,,
89422,2024-12-10 11:50:45,484.43,,,,,,154.72,,,,,,,,,,,,
89423,2024-12-10 11:50:45,484.43,,,,,,154.72,,,,0.62,,,0.088863,,,,,
89427,2024-12-10 11:50:50,484.43,,,,,,154.68,,,,,,,,,,,,
89432,2024-12-10 11:50:55,484.43,,,,,,154.92,,,,,,,,,,,,
89436,2024-12-10 11:51:00,484.43,,,0,,,155,,,,,,,,,,,,
89440,2024-12-10 11:51:05,484.43,,,,,,,,,,,,,,,,Pumps Off Event,,
89441,2024-12-10 11:51:05,484.43,,,,,,,,,,0,,,0.088863,0.26163906,,Pumps Off Event,,
89442,2024-12-10 11:51:05,484.43,,,0,,,154.99,,,,,,,,,,Pumps Off Event,,
89443,2024-12-10 11:51:05,484.43,,,0,,,154.99,,,,0,,,0.088863,0.26163906,,Pumps Off Event,,
89448,2024-12-10 11:51:10,484.43,,,,,,154.98,,,,,,,,,,,,
89451,2024-12-10 11:51:15,484.43,,,,0,,154.94,,,,,,,,,,,,
89454,2024-12-10 11:51:20,484.43,,,,0,,154.96,,,,,,,,,,,,
89458,2024-12-10 11:51:25,484.43,,,,,,154.83,,,,,,,,,,,,
89459,2024-12-10 11:51:25,484.43,,,,,,154.83,,,,0.02,,,,,,,,
89462,2024-12-10 11:51:30,484.43,,,,,,154.81,,,,,,,,,,,,
89466,2024-12-10 11:51:35,484.43,,,,,,154.62,,1,,,,,,,,,,
89471,2024-12-10 11:51:40,484.43,,,,,,154.7,,,,,,,,,,,,
89474,2024-12-10 11:51:45,484.43,,,,,,154.9,,,,,,,,,,,,
89475,2024-12-10 11:51:45,484.43,,,,,,154.9,,,,0,,,,,,,,
89478,2024-12-10 11:51:50,484.43,,,,,,154.93,,,,,,,,,,,,
89483,2024-12-10 11:51:55,484.43,,,,,,155.07,,,,,,,,,,,,
89488,2024-12-10 11:52:00,484.43,,,,,,151.79,,,,,,,,,,,,
89490,2024-12-10 11:52:01,484.43,,,,,,,,,,0,,,,,,,,
89491,2024-12-10 11:52:05,484.43,,,,,,150.63,,,,,,,,,,,,
89492,2024-12-10 11:52:05,484.43,,,,,,150.63,,,,-0.02,,,,,,,,
89498,2024-12-10 11:52:10,484.43,,,,,,150.25,,,,,,,,,,,,
89503,2024-12-10 11:52:15,484.43,,,,0,,149.55,,,,,,,,,,,,
89506,2024-12-10 11:52:20,484.43,,,,0.09,,149.51,,,,,,,,,,,,
89507,2024-12-10 11:52:21,484.43,,,,,,,,,,,,,,,8.53,,1.78,1.55
89508,2024-12-10 11:52:21,484.43,,,,,,,,,,2.6,,,,0.24986336,8.53,,1.78,1.55
89509,2024-12-10 11:52:22,484.43,,,,,,,,1,,,,,,,,,,
89511,2024-12-10 11:52:25,484.43,,,,0.02,,149.45,,,,,,,,,,,,
89512,2024-12-10 11:52:25,484.43,,,,0.02,,149.45,,,,-0.22,,,,0.18101,,,,
89515,2024-12-10 11:52:30,484.43,,,,0,,149.47,,,,,,,,,,,,
89518,2024-12-10 11:52:35,484.43,,,,,,148.45,,,,,,,,,,,,
89522,2024-12-10 11:52:40,484.43,,,,,,148.22,,,,,,,,,,,,
89524,2024-12-10 11:52:41,484.43,,,,,,,,,,-0.62,,,,0.18101,,,,
89526,2024-12-10 11:52:45,484.43,,,,,,148.17,,,,,,,,,,,,
89528,2024-12-10 11:52:48,484.43,,,,,,,,,,,,,,,,Pumps Off Event,,
89530,2024-12-10 11:52:50,484.43,,,,,,147.7,,,,,,,,,,,,
89533,2024-12-10 11:52:55,484.43,,,,,,147.28,,,,,,,,,,,,
89536,2024-12-10 11:53:00,484.43,,,,,,146.76,,,,,,,,,,,,
89538,2024-12-10 11:53:01,484.43,,,,,,,,,,,,,,0.24986336,,,,
89540,2024-12-10 11:53:05,484.43,,,,,,147.38,,,,,,,,,,,,
89542,2024-12-10 11:53:07,484.43,,,,,,,5.4,,,,,,,,,,,
89545,2024-12-10 11:53:10,484.43,,,,,,148.79,,,,,,,,,,,,
89549,2024-12-10 11:53:15,484.43,,,,,,152.19,,,,,,,,,,,,
89552,2024-12-10 11:53:20,484.43,,,,,,152.21,,,,,,,,,,,,
89555,2024-12-10 11:53:25,484.43,,,,,,152.36,,,,,,,,,,,,
89556,2024-12-10 11:53:25,484.43,,,,,,152.36,,,,-0.62,,,,0.31455934,,,,
89560,2024-12-10 11:53:30,484.43,,,,,,152.39,,,,,,,,,,Pumps Off Event,,
89562,2024-12-10 11:53:35,484.43,,,,,,152.5,,,,,,,,,,,,
89565,2024-12-10 11:53:40,484.43,,,,,,152.42,,,,,,,,,,,,
89569,2024-12-10 11:53:45,484.43,,,,,,152.48,,,,0,,,,0.18101,,Pumps On Event,,
89573,2024-12-10 11:53:50,484.43,,,,,,152.27,,1,,,,,,,,,,
89578,2024-12-10 11:53:55,484.43,,,,,,152.25,,,,,,,,,,,,
89581,2024-12-10 11:54:00,484.43,,,,,,152.04,,,,,,,,,,,,
89585,2024-12-10 11:54:05,484.43,,,,,,152.09,,,,,,,,,,,,
89586,2024-12-10 11:54:05,484.43,,,,,,152.09,,,,0,,,0.088863,0.18101,,,,
89591,2024-12-10 11:54:10,484.43,,,,,,152.3,,,,,,,,,,,,
89592,2024-12-10 11:54:15,484.43,,,,,,152.31,,,,,,,,,,,,
89593,2024-12-10 11:54:20,484.43,,,,,,152.36,,,,,,,,,,,,
89596,2024-12-10 11:54:25,484.43,,,,,,152.45,,,,,,,,,,,,
89597,2024-12-10 11:54:25,484.43,,,,,,152.45,,1,,-0.2,,,0.18566112,0.2278781,,,,
89599,2024-12-10 11:54:27,484.43,,,,,,,,0,,,,,,,,,,
89601,2024-12-10 11:54:29,484.43,,,,,,,,,,,,,0.088863,0.18101,,,,
89602,2024-12-10 11:54:30,484.43,,,,,,152.67,,,,,,,,,,,,
89608,2024-12-10 11:54:35,484.43,,,,,,152.2,,,,,,,,,,,,
89609,2024-12-10 11:54:36,484.43,,,,,,,,,,,,,,,5.33,,,
89613,2024-12-10 11:54:40,484.43,,,,,,152.09,,,,,,,,,,,,
89618,2024-12-10 11:54:45,484.43,,,,0,,150.98,,,,,,,,,,,,
89619,2024-12-10 11:54:45,484.43,,,,0,,150.98,,,,,,,0.088863,,,,,
89625,2024-12-10 11:54:50,484.43,,,,0.02,,152.07,,,,,,,,,,,,
89629,2024-12-10 11:54:55,484.43,,,,0.01,,152.29,,,,,,,,,,,,
89633,2024-12-10 11:55:00,484.43,,,,0,,152.18,,,,,,,,,,,,
89637,2024-12-10 11:55:05,484.43,,,,,,152.02,,,,,,,,,,,,
89640,2024-12-10 11:55:10,484.43,,,,,,151.85,,,,,,,,,,,,
89641,2024-12-10 11:55:15,484.43,,,,,,152.28,,,,,,,,,,,,
89644,2024-12-10 11:55:20,484.43,,,,,,152.27,,,,,,,,,,,,
89646,2024-12-10 11:55:25,484.43,,,,,,152.35,,,,,,,,,,,,
89649,2024-12-10 11:55:30,484.43,,,,0,,152.5,,,,,,,,,,Pumps On Event,,
89653,2024-12-10 11:55:35,484.43,,,,-0.05,,151.85,,,,,,,,,,,,
89654,2024-12-10 11:55:36,484.43,,,,,,,,,,,,,,,6.4,,,
89658,2024-12-10 11:55:40,484.43,,,,0,,151.27,,,,,,,,,,,,
89662,2024-12-10 11:55:45,484.43,,,,,,151.69,,,,,,,,,,,,
89663,2024-12-10 11:55:47,484.43,,,,,,,23.4,,,,,,,,,,,
89665,2024-12-10 11:55:50,484.43,,,,,,151.78,,,,,,,,,,,,
89667,2024-12-10 11:55:52,484.43,,,,,,,23.8,,,,,,,,,,,
89668,2024-12-10 11:55:55,484.43,,,,,,150.56,,,,,,,,,,,,
89670,2024-12-10 11:55:57,484.43,,,,,,,27.6,,,,,,,,,,,
89671,2024-12-10 11:55:57,484.43,,,,,,,,,,-1.18,,,0.09305099,0.20782728,,,,
89673,2024-12-10 11:56:00,484.43,,,0,,,152.06,,,,,,,,,,,,
89674,2024-12-10 11:56:02,484.43,,,,,,,27.2,,,,,,,,,,,
89676,2024-12-10 11:56:05,484.43,,,0,,,152.3,,,,,,,,,,,,
89681,2024-12-10 11:56:10,484.43,,,,,,152.36,,,,,,,,,,,,
89684,2024-12-10 11:56:15,484.43,,,,,,152.76,,,,,,,,,,,,
89688,2024-12-10 11:56:20,484.43,,,,,,152.89,,,,,,,,,,,,
89691,2024-12-10 11:56:25,484.43,,,,,,152.9,,,,,,,,,,,,
89692,2024-12-10 11:56:25,484.43,,,,,,152.9,,,,-0.08,,,,,,,,
89695,2024-12-10 11:56:30,484.43,,,,,,152.79,,,,,,,,,,,,
89698,2024-12-10 11:56:35,484.43,,,,,,153,,,,,,,,,,,,
89701,2024-12-10 11:56:40,484.43,,,,,,152.73,,,,,,,,,,,,
89704,2024-12-10 11:56:45,484.43,,,,,,152.75,,,,,,,,,,,,
89705,2024-12-10 11:56:45,484.43,,,,,,152.75,,,,-0.02,,,,,,,,
89707,2024-12-10 11:56:48,484.43,,,,,,,,,,,,,,,,Pumps On Event,,
89709,2024-12-10 11:56:49,484.43,,,,,,,,,,0,,,,,,,,
89710,2024-12-10 11:56:50,484.43,,,,,,152.32,,,,,,,,,,Pumps Off Event,,
89711,2024-12-10 11:56:51,484.43,,,,,,,,,,,,,,,7.47,,,
89714,2024-12-10 11:56:55,484.43,,,,,,148.94,,,,,,,,,,,,
89719,2024-12-10 11:57:00,484.43,,,,,,148.92,,,,,,,,,,,,
89722,2024-12-10 11:57:05,484.43,,,,,,149.24,,,,,,,,,,,,
89723,2024-12-10 11:57:05,484.43,,,,,,149.24,,,,,,,,,,,,
89727,2024-12-10 11:57:10,484.43,,,,,,149.08,,,,,,,,,,,,
89730,2024-12-10 11:57:15,484.43,,,,,,148.78,,,,,,,,,,,,
89733,2024-12-10 11:57:20,484.43,,,,,,149.03,,,,,,,,,,,,
89738,2024-12-10 11:57:25,484.43,,,,,,149.38,,,,,,,,,,,,
89740,2024-12-10 11:57:29,484.43,,,,,,,,,,,,,,,,Pumps On Event,,
89741,2024-12-10 11:57:30,484.43,,,,,,149.17,,,,,,,,,,Pumps Off Event,,
89744,2024-12-10 11:57:35,484.43,,,,,,148.03,,,,,,,,,,,,
89748,2024-12-10 11:57:40,484.43,,,,,,149.3,,,,,,,,,,,,
89752,2024-12-10 11:57:44,484.43,,,,,,,,,,,,,,,,Pumps On Event,,
89753,2024-12-10 11:57:45,484.43,,,,,,150.27,,,,,,,,,,,,
89756,2024-12-10 11:57:50,484.43,,,,,,150.65,,,,,,,,,,,,
89760,2024-12-10 11:57:55,484.43,,,,,,150.67,,,,,,,,,,,,
89763,2024-12-10 11:58:00,484.43,,,,,,152.22,,,,,,,,,,,,
89766,2024-12-10 11:58:05,484.43,,,,,,153.92,,,,,,,,,,,,
89767,2024-12-10 11:58:06,484.43,,,,,,,,,,,,,,,7.47,,,
89771,2024-12-10 11:58:10,484.43,,,,,,154,,,,,,,,,,,,
89773,2024-12-10 11:58:15,484.43,,,,,,153.84,,,,,,,,,,,,
89777,2024-12-10 11:58:20,484.43,,,,,,153.96,,,,,,,,,,,,
89778,2024-12-10 11:58:21,484.43,,,,,,,,,,,,,,,5.33,,1.74,1.55
89779,2024-12-10 11:58:21,484.43,,,,,,,,,,,,,,,5.33,,1.74,1.55
89780,2024-12-10 11:58:25,484.43,,,,,,153.61,,,,,,,,,,,,
89781,2024-12-10 11:58:30,484.43,,,,,,153.79,,,,,,,,,,,,
89784,2024-12-10 11:58:35,484.43,,,,,,153.8,,,,,,,,,,,,
89786,2024-12-10 11:58:40,484.43,,,,,,153.84,,,,,,,,,,,,
89789,2024-12-10 11:58:45,484.43,,,,,,153.78,,,,,,,,,,,,
89790,2024-12-10 11:58:50,484.43,,,,,,153.73,,,,,,,,,,,,
89792,2024-12-10 11:58:55,484.43,,,,,,153.65,,,,,,,,,,,,
89793,2024-12-10 11:59:00,484.43,,,,,,153.5,,,,,,,,,,,,
89796,2024-12-10 11:59:05,484.43,,,,,,153.69,,,,,,,,,,,,
89798,2024-12-10 11:59:10,484.43,,,,,,153.6,,,,,,,,,,,,
89799,2024-12-10 11:59:15,484.43,,,,,,153.63,,,,,,,,,,,,
89800,2024-12-10 11:59:20,484.43,,,,,,153.75,,,,,,,,,,,,
89801,2024-12-10 11:59:21,484.43,,,,,,,,,,,,,,,5.33,,1.74,1.55
89802,2024-12-10 11:59:21,484.43,,,,,,,,,,,,,,,5.33,,1.74,1.55
89804,2024-12-10 11:59:25,484.43,,,,,,153.4,,,,,,,,,,,,
89806,2024-12-10 11:59:30,484.43,,,,,,154.27,,,,,,,,,,,,
89809,2024-12-10 11:59:35,484.43,,,,,,154.34,,,,,,,,,,,,
89810,2024-12-10 11:59:36,484.43,,,,,,,,,,,,,,,4.27,,,
89812,2024-12-10 11:59:40,484.43,,,,,,152.26,,,,,,,,,,Pumps Off Event,,
89817,2024-12-10 11:59:45,484.43,,,,,,151.74,,,,,,,,,,,,
89820,2024-12-10 11:59:50,484.43,,,,,,151.83,,,,,,,,,,,,
89824,2024-12-10 11:59:55,484.43,,,,,,151.87,,,,,,,,,,,,
89827,2024-12-10 12:00:00,484.43,,,,,,150.61,,,,,,,,,,,,
89831,2024-12-10 12:00:05,484.43,,,,,,150.97,,,,,,,,,,,,
89835,2024-12-10 12:00:10,484.43,,,,,,151.52,,,,,,,,,,,,
89836,2024-12-10 12:00:15,484.43,,,,,,154.51,,,,,,,,,,Pumps On Event,,
89837,2024-12-10 12:00:20,484.43,,,,0,,154.63,,,,,,,,,,,,
89840,2024-12-10 12:00:25,484.43,,,,-0.01,,154.62,,,,,,,,,,,,
89841,2024-12-10 12:00:30,484.43,,,,0,,154.64,,,,,,,,,,,,
89844,2024-12-10 12:00:35,484.43,,,,,,154.38,,,,,,,,,,,,
89847,2024-12-10 12:00:40,484.43,,,,,,154.44,,,,,,,,,,,,
89850,2024-12-10 12:00:45,484.43,,,,,,154.39,,,,,,,,,,,,
89853,2024-12-10 12:00:50,484.43,,,,,,154.44,,,,,,,,,,Pumps On Event,,
89855,2024-12-10 12:00:55,484.43,,,,,,154.56,,,,,,,,,,,,
89857,2024-12-10 12:01:00,484.43,,,,,,154.67,,,,,,,,,,,,
89861,2024-12-10 12:01:05,484.43,,,0,,,154.61,,,,,,,,,,,,
89865,2024-12-10 12:01:10,484.43,,,0,,,154.79,,,,,,,,,,,,
89866,2024-12-10 12:01:15,484.43,,,,,,154.66,,,,,,,,,,,,
89867,2024-12-10 12:01:20,484.43,,,,,,154.69,,,,,,,,,,,,
89871,2024-12-10 12:01:25,484.43,,,,,,154.63,,,,,,,,,,,,
89872,2024-12-10 12:01:30,484.43,,,,,,154.47,,,,,,,,,,,,
89873,2024-12-10 12:01:35,484.43,,,,,,154.56,,,,,,,,,,,,
89875,2024-12-10 12:01:40,484.43,,,,,,154.37,,,,,,,,,,,,
89878,2024-12-10 12:01:45,484.43,,,,,,154.61,,,,,,,,,,,,
89879,2024-12-10 12:01:50,484.43,,,,,,154.65,,,,,,,,,,,,
89881,2024-12-10 12:01:55,484.43,,,,,,154.75,,,,,,,,,,,,
89882,2024-12-10 12:02:00,484.43,,,,,,154.78,,,,,,,,,,,,
89887,2024-12-10 12:02:05,484.43,,,,,,154.61,,,,,,,,,,,,
89890,2024-12-10 12:02:10,484.43,,,,,,151.27,,,,,,,,,,,,
89891,2024-12-10 12:02:15,484.43,,,,,,151.08,,,,,,,,,,,,
89893,2024-12-10 12:02:20,484.43,,,,,,151.4,,,,,,,,,,,,
89896,2024-12-10 12:02:25,484.43,,,,,,151.47,,,,,,,,,,,,
89897,2024-12-10 12:02:30,484.43,,,,,,151.28,,,,,,,,,,,,
89900,2024-12-10 12:02:35,484.43,,,,,,151.12,,,,,,,,,,,,
89902,2024-12-10 12:02:40,484.43,,,,,,150.98,,,,,,,,,,,,
89903,2024-12-10 12:02:41,484.43,,,,,,,,,,,,,,,,Pumps On Event,,
89904,2024-12-10 12:02:41,484.43,,,,,,,,,,,,,,,,Pumps On Event,,
89906,2024-12-10 12:02:45,484.43,,,,,,150.99,,,,,,,,,,,,
89909,2024-12-10 12:02:50,484.43,,,,,,152.08,,,,,,,,,,,,
89911,2024-12-10 12:02:55,484.43,,,,,,154.47,,,,,,,,,,,,
89912,2024-12-10 12:03:00,484.43,,,,,,154.5,,,,,,,,,,,,
89915,2024-12-10 12:03:05,484.43,,,,,,154.45,,,,,,,,,,,,
89920,2024-12-10 12:03:10,484.43,,,,,,154.32,,,,,,,,,,,,
89921,2024-12-10 12:03:15,484.43,,,,,,154.35,,,,,,,,,,,,
89922,2024-12-10 12:03:20,484.43,,,,,,154.53,,,,,,,,,,,,
89926,2024-12-10 12:03:25,484.43,,,,,,154.63,,,,,,,,,,,,
89927,2024-12-10 12:03:30,484.43,,,,,,154.63,,,,,,,,,,,,
89928,2024-12-10 12:03:35,484.43,,,,,,154.84,,,,,,,,,,,,
89930,2024-12-10 12:03:40,484.43,,,,,,154.78,,,,,,,,,,,,
89933,2024-12-10 12:03:45,484.43,,,,,,154.78,,,,,,,,,,,,
89935,2024-12-10 12:03:50,484.43,,,,,,154.59,,,,,,,,,,Pumps Off Event,,
89937,2024-12-10 12:03:55,484.43,,,,,,154.62,,,,,,,,,,,,
89938,2024-12-10 12:04:00,484.43,,,,,,154.45,,,,,,,,,,,,
89941,2024-12-10 12:04:05,484.43,,,,,,154.59,,,,,,,,,,,,
89943,2024-12-10 12:04:10,484.43,,,,,,154.68,,,,,,,,,,,,
89946,2024-12-10 12:04:15,484.43,,,,,,154.7,,,,,,,,,,,,
89948,2024-12-10 12:04:20,484.43,,,,,,154.67,,,,,,,,,,,,
89952,2024-12-10 12:04:25,484.43,,,,,,154.67,,,,,,,,,,,,
89953,2024-12-10 12:04:30,484.43,,,,,,154.74,,,,,,,,,,,,
89956,2024-12-10 12:04:35,484.43,,,,,,154.71,,,,,,,,,,,,
89959,2024-12-10 12:04:40,484.43,,,,,,154.65,,,,,,,,,,Pumps On Event,,
89962,2024-12-10 12:04:45,484.43,,,,,,154.63,,,,,,,,,,,,
89963,2024-12-10 12:04:50,484.43,,,,,,154.48,,,,,,,,,,,,
89965,2024-12-10 12:04:55,484.43,,,,,,154.28,,,,,,,,,,,,
89966,2024-12-10 12:05:00,484.43,,,,,,154.55,,,,,,,,,,,,
89969,2024-12-10 12:05:05,484.43,,,,,,154.46,,,,,,,,,,,,
89972,2024-12-10 12:05:10,484.43,,,,,,154.66,,,,,,,,,,,,
89974,2024-12-10 12:05:15,484.43,,,,0,,154.42,,,,,,,,,,,,
89975,2024-12-10 12:05:20,484.43,,,,0.07,,154.57,,,,,,,,,,,,
89979,2024-12-10 12:05:25,484.43,,,,0,,154.52,,,,,,,,,,,,
89980,2024-12-10 12:05:30,484.43,,,,,,154.56,,,,,,,,,,,,
89981,2024-12-10 12:05:35,484.43,,,,,,154.53,,,,,,,,,,,,
89983,2024-12-10 12:05:40,484.43,,,,,,154.48,,,,,,,,,,,,
89986,2024-12-10 12:05:45,484.43,,,,,,154.32,,,,,,,,,,,,
89988,2024-12-10 12:05:50,484.43,,,,,,154.39,,,,,,,,,,,,
89990,2024-12-10 12:05:55,484.43,,,,,,154.55,,,,,,,,,,,,
89991,2024-12-10 12:06:00,484.43,,,,,,154.54,,,,,,,,,,,,
89995,2024-12-10 12:06:05,484.43,,,0,,,154.67,,,,,,,,,,,,
89998,2024-12-10 12:06:10,484.43,,,0,,,154.64,,,,,,,,,,,,
90000,2024-12-10 12:06:15,484.43,,,,,,154.67,,,,,,,,,,Pumps On Event,,
90002,2024-12-10 12:06:20,484.43,,,,,,154.71,,,,,,,,,,,,
90006,2024-12-10 12:06:25,484.43,,,,,,154.74,,,,,,,,,,,,
90007,2024-12-10 12:06:30,484.43,,,,,,154.59,,,,,,,,,,,,
90010,2024-12-10 12:06:35,484.43,,,,,,154.51,,,,,,,,,,,,
90012,2024-12-10 12:06:40,484.43,,,,,,154.48,,,,,,,,,,,,
90015,2024-12-10 12:06:45,484.43,,,,,,154.63,,,,,,,,,,,,
90016,2024-12-10 12:06:50,484.43,,,,,,154.73,,,,,,,,,,,,
90018,2024-12-10 12:06:55,484.43,,,,,,154.73,,,,,,,,,,,,
90019,2024-12-10 12:07:00,484.43,,,,,,154.83,,,,,,,,,,,,
90022,2024-12-10 12:07:05,484.43,,,,,,154.7,,,,,,,,,,,,
90024,2024-12-10 12:07:10,484.43,,,,,,154.63,,,,,,,,,,,,
90025,2024-12-10 12:07:15,484.43,,,,,,154.43,,,,,,,,,,,,
90027,2024-12-10 12:07:20,484.43,,,,,,154.51,,,,,,,,,,,,
90031,2024-12-10 12:07:25,484.43,,,,,,154.22,,,,,,,,,,,,
90032,2024-12-10 12:07:30,484.43,,,,,,154.27,,,,,,,,,,,,
90033,2024-12-10 12:07:35,484.43,,,,,,154.52,,,,,,,,,,,,
90035,2024-12-10 12:07:40,484.43,,,,0,,154.43,,,,,,,,,,,,
90039,2024-12-10 12:07:45,484.43,,,,-0.01,,154.54,,,,,,,,,,,,
90041,2024-12-10 12:07:50,484.43,,,,0,,154.47,,,,,,,,,,,,
90043,2024-12-10 12:07:55,484.43,,,,,,154.23,,,,,,,,,,,,
90044,2024-12-10 12:08:00,484.43,,,,,,154.19,,,,,,,,,,,,
90047,2024-12-10 12:08:05,484.43,,,,,,154.11,,,,,,,,,,,,
90049,2024-12-10 12:08:10,484.43,,,,,,154.17,,,,,,,,,,,,
90050,2024-12-10 12:08:15,484.43,,,,,,154.22,,,,,,,,,,,,
90051,2024-12-10 12:08:20,484.43,,,,,,154.22,,,,,,,,,,,,
90055,2024-12-10 12:08:25,484.43,,,,,,154.3,,,,,,,,,,,,
90056,2024-12-10 12:08:30,484.43,,,,,,154.36,,,,,,,,,,,,
90059,2024-12-10 12:08:35,484.43,,,,,,154.17,,,,,,,,,,,,
90061,2024-12-10 12:08:40,484.43,,,,,,154.26,,,,,,,,,,,,
90064,2024-12-10 12:08:45,484.43,,,,,,154.18,,,,,,,,,,Pumps On Event,,
90065,2024-12-10 12:08:50,484.43,,,,,,154.19,,,,,,,,,,,,
90067,2024-12-10 12:08:55,484.43,,,,,,154.3,,,,,,,,,,,,
90068,2024-12-10 12:09:00,484.43,,,,,,154.21,,,,,,,,,,,,
90071,2024-12-10 12:09:05,484.43,,,,,,154.23,,,,,,,,,,,,
90073,2024-12-10 12:09:10,484.43,,,,,,154.22,,,,,,,,,,Pumps Off Event,,
90076,2024-12-10 12:09:15,484.43,,,,,,154.2,,,,,,,,,,,,
90077,2024-12-10 12:09:20,484.43,,,,,,154.22,,,,,,,,,,,,
90081,2024-12-10 12:09:25,484.43,,,,,,154.3,,,,,,,,,,,,
90082,2024-12-10 12:09:30,484.43,,,,,,154.29,,,,,,,,,,,,
90083,2024-12-10 12:09:35,484.43,,,,,,154.1,,,,,,,,,,,,
90085,2024-12-10 12:09:40,484.43,,,,,,154.12,,,,,,,,,,,,
90088,2024-12-10 12:09:45,484.43,,,,,,154.14,,,,,,,,,,,,
90089,2024-12-10 12:09:50,484.43,,,,,,154.16,,,,,,,,,,,,
90091,2024-12-10 12:09:55,484.43,,,,,,154.16,,,,,,,,,,,,
90092,2024-12-10 12:10:00,484.43,,,,,,154.09,,,,,,,,,,,,
90095,2024-12-10 12:10:05,484.43,,,,,,154.06,,,,,,,,,,,,
90097,2024-12-10 12:10:10,484.43,,,,,,154.13,,,,,,,,,,,,
90098,2024-12-10 12:10:15,484.43,,,,,,154.19,,,,,,,,,,,,
90099,2024-12-10 12:10:20,484.43,,,,,,154.12,,,,,,,,,,,,
90103,2024-12-10 12:10:25,484.43,,,,,,154.07,,,,,,,,,,,,
90105,2024-12-10 12:10:30,484.43,,,,,,153.99,,,,,,,,,,,,
90108,2024-12-10 12:10:35,484.43,,,,,,154.11,,,,,,,,,,,,
90110,2024-12-10 12:10:40,484.43,,,,,,154.16,,,,,,,,,,,,
90113,2024-12-10 12:10:45,484.43,,,,,,154.05,,,,,,,,,,,,
90114,2024-12-10 12:10:50,484.43,,,,,,154.07,,,,,,,,,,,,
90118,2024-12-10 12:10:55,484.43,,,,,,154.06,,,,,,,,,,,,
90119,2024-12-10 12:11:00,484.43,,,,,,154.03,,,,,,,,,,,,
90122,2024-12-10 12:11:05,484.43,,,,,,154.05,,,,,,,,,,,,
90126,2024-12-10 12:11:10,484.43,,,0,,,154.23,,,,,,,,,,,,
90129,2024-12-10 12:11:15,484.43,,,0,,,152.38,,,,,,,,,,,,
90130,2024-12-10 12:11:20,484.43,,,,,,153.45,,,,,,,,,,,,
90134,2024-12-10 12:11:25,484.43,,,,,,153.23,,,,,,,,,,,,
90135,2024-12-10 12:11:30,484.43,,,,,,153.26,,,,,,,,,,,,
90136,2024-12-10 12:11:35,484.43,,,,,,153.14,,,,,,,,,,,,
90138,2024-12-10 12:11:40,484.43,,,,,,153.22,,,,,,,,,,,,
90141,2024-12-10 12:11:45,484.43,,,,,,153.15,,,,,,,,,,,,
90142,2024-12-10 12:11:50,484.43,,,,,,153.39,,,,,,,,,,,,
90145,2024-12-10 12:11:55,484.43,,,,,,153.31,,,,,,,,,,,,
