,RT_Time,RT_Depth,RT_PUMP_ON,RT_PUMP_OFF,RT_ROP,RT_RPM.W,RT_SLIDE_BIT,RT_WOB,MR_GAMA.5S5A,MR_FLOW.M,MR_ROTATION,MR_RPM-AVG.MR,MR_RPM-MAG-AVG.MR,MR_GRAV.M,MR_VIBA.MR,MR_VIBL.MR,PD_Gamma,PD_Pump Event,PD_Axial Vibration,PD_Lateral Vibration
201067,2024-12-11 16:01:14,2080.22,,,,,,156.93,,,,,,,,,,,,
201068,2024-12-11 16:01:17,2080.22,,,,,,,,1,,,,,,,,,,
201070,2024-12-11 16:01:19,2080.22,,,,,,157.16,,,,,,,,,,Pumps Off Event,,
201072,2024-12-11 16:01:20,2080.22,,,,,,,,,,0.02,,,0.088863,0.18101,,,,
201075,2024-12-11 16:01:24,2081.28,,,,,,119.94,,,,,,,,,,,,
201076,2024-12-11 16:01:24,2081.28,,,,,,119.94,,,,0.04,,,0.37044263,0.37818348,,,,
201080,2024-12-11 16:01:30,2098,,,,,,113.95,,,,,,,,,,,,
201083,2024-12-11 16:01:34,2118.88,,,,,,114.78,,,,,,,,,,,,
201085,2024-12-11 16:01:36,2118.88,,,,,,,,,,,,,,,14.93,,,
201087,2024-12-11 16:01:39,2139.92,,,,,,114.94,,,,,,,,,,,,
201089,2024-12-11 16:01:40,2139.92,,,,,,,,,,0.02,,,0.11187189,0.19847351,,,,
201093,2024-12-11 16:01:44,2160.41,,,,0,,114.67,,,,,,,,,,,,
201094,2024-12-11 16:01:44,2160.41,,,,0,,114.67,,,,0.02,,,0.088863,0.18101,,,,
201097,2024-12-11 16:01:48,2160.41,,,,,,,,,,0.06,,,0.11714425,,,,,
201098,2024-12-11 16:01:49,2173.25,,,,0.01,,112.48,,,,,,,,,,,,
201102,2024-12-11 16:01:52,2173.25,,,,,,,,,,0,,,0.088863,,,,,
201104,2024-12-11 16:01:54,2175.15,,,,0,,153.8,,,,,,,,,,,,
201108,2024-12-11 16:01:59,2175.15,,,,,,155.5,,,,,,,,,,,,
201112,2024-12-11 16:02:04,2175.15,,,,,,156.66,,,,,,,,,,,,
201113,2024-12-11 16:02:04,2175.15,,,,,,156.66,,,,,,,,,,,,
201114,2024-12-11 16:02:06,2175.15,,,,,,,,,,,,,,,18.13,,,
201117,2024-12-11 16:02:09,2175.15,,,,,,157.21,,,,,,,,,,,,
201121,2024-12-11 16:02:14,2175.15,,,,,,157.11,,,,,,,,,,,,
201123,2024-12-11 16:02:16,2175.15,,,,,,,,,,,,,,,,Pumps On Event,,
201124,2024-12-11 16:02:16,2175.15,,,,,,,,,,,,,,,,Pumps On Event,,
201125,2024-12-11 16:02:19,2175.15,,,,,,156.22,,,,,,,,,,,,
201128,2024-12-11 16:02:21,2175.15,,,,,,,,,,,,,,,13.87,,1.74,1.7
201129,2024-12-11 16:02:24,2175.15,,,,,,157.09,,,,,,,,,,,,
201130,2024-12-11 16:02:24,2175.15,,,,,,157.09,,,,,,,,,,,,
201133,2024-12-11 16:02:30,2175.15,,,,,,157.68,,,,,,,,,,,,
201136,2024-12-11 16:02:34,2175.15,,,,,,157.67,,,,,,,,,,,,
201139,2024-12-11 16:02:39,2175.15,,,,,,157.73,,,,,,,,,,,,
201143,2024-12-11 16:02:44,2175.15,,,,,,157.43,,,,,,,,,,,,
201144,2024-12-11 16:02:44,2175.15,,,,,,157.43,,,,,,,,,,,,
201145,2024-12-11 16:02:49,2175.15,,,,,,157.62,,,,,,,,,,,,
201148,2024-12-11 16:02:52,2175.15,,,,,,,,,,0,,,0.088863,0.18101,,,,
201150,2024-12-11 16:02:54,2174.93,,,,,,151.38,,,,,,,,,,,,
201153,2024-12-11 16:02:59,2176.88,,,,,,113.36,,,,,,,,,,,,
201157,2024-12-11 16:03:04,2195,,,,,,113.42,,,,,,,,,,,,
201158,2024-12-11 16:03:04,2195,,,,,,113.42,,,,-0.02,,,0.122665085,0.2278781,,,,
201162,2024-12-11 16:03:09,2215.56,,,,,,114.23,,,,,,,,,,,,
201165,2024-12-11 16:03:14,2236.76,,,,,,114.4,,,,,,,,,,,,
201167,2024-12-11 16:03:16,2236.76,,,,,,,,0,,0.02,,,0.10202838,0.18101,,,,
201169,2024-12-11 16:03:19,2257.18,,,,,,114.49,,,,,,,,,,,,
201171,2024-12-11 16:03:20,2257.18,,,,,,,,,,0,,,0.12844612,,,,,
201175,2024-12-11 16:03:24,2257.18,,,,,,,,,,,,,0.088863,,,,,
201176,2024-12-11 16:03:25,2267.66,,,,,,123.4,,,,,,,,,,,,
201180,2024-12-11 16:03:29,2268.41,,,,,,156.11,,,,,,,,,,,,
201184,2024-12-11 16:03:34,2268.41,,,,,,156.69,,,,,,,,,,,,
201185,2024-12-11 16:03:36,2268.41,,,,,,,,,,,,,,,18.13,,,
201186,2024-12-11 16:03:36,2268.41,,,,,,,,,,,,,,,18.13,,,
201188,2024-12-11 16:03:39,2268.41,,,,0,,157.08,,,,,,,,,,,,
201194,2024-12-11 16:03:45,2268.41,,,,0.01,,158.01,,,,,,,,,,,,
201199,2024-12-11 16:03:50,2268.41,,,,0,,157.09,,,,,,,,,,,,
201200,2024-12-11 16:03:51,2268.41,,,,,,,,,,,,,,,17.07,,,
201205,2024-12-11 16:03:54,2268.41,,,,,,156.74,,,,,,,,,,,,
201211,2024-12-11 16:03:59,2268.41,,,,,,157.78,,,,,,,,,,,,
201214,2024-12-11 16:04:04,2268.41,,,,,,158.02,,,,,,,,,,,,
201215,2024-12-11 16:04:04,2268.41,,,,,,158.02,,,,,,,,,,,,
201219,2024-12-11 16:04:09,2268.41,,,,,,158.06,,,,,,,,,,,,
201222,2024-12-11 16:04:14,2268.41,,,,,,158.22,,,,,,,,,,,,
201225,2024-12-11 16:04:19,2268.41,,,,,,158.14,,1,,,,,,,,,,
201227,2024-12-11 16:04:20,2268.41,,,,,,,,,,,,,0.106836826,0.18101,,,,
201230,2024-12-11 16:04:24,2267.84,,,,,,133.95,,,,,,,,,,Pumps Off Event,,
201233,2024-12-11 16:04:29,2276.85,,,,,,114.07,,,,,,,,,,,,
201236,2024-12-11 16:04:34,2297.71,,,,,,113.39,,,,,,,,,,,,
201242,2024-12-11 16:04:40,2318.37,,,,,,114.72,,,,,,,,,,,,
201245,2024-12-11 16:04:45,2339,,,,,,114.45,,,,,,,,,,,,
201250,2024-12-11 16:04:49,2356.94,,,,,,112.45,,,,,,,,,,,,
201252,2024-12-11 16:04:51,2356.94,,,,,,,,,,,,,,,16,,,
201256,2024-12-11 16:04:54,2362.41,,,,,,140.8,,,,,,,,,,,,
201261,2024-12-11 16:04:59,2362.47,,,,,,156.03,,,,,,,,,,,,
201265,2024-12-11 16:05:04,2362.47,,,,,,156.77,,,,,,,,,,,,
201266,2024-12-11 16:05:04,2362.47,,,,,,156.77,,,,,,,,,,,,
201267,2024-12-11 16:05:06,2362.47,,,,,,,,,,,,,,,14.93,,,
201270,2024-12-11 16:05:09,2362.47,,,,,,157.46,,,,,,,,,,,,
201274,2024-12-11 16:05:14,2362.47,,,,,,157.85,,,,,,,,,,,,
201278,2024-12-11 16:05:19,2362.47,,,,,,156.83,,,,,,,,,,,,
201284,2024-12-11 16:05:24,2362.47,,,,,,156.85,,,,,,,,,,,,
201285,2024-12-11 16:05:24,2362.47,,,,,,156.85,,,,,,,,,,,,
201289,2024-12-11 16:05:29,2362.47,,,,,,158.06,,,,,,,,,,,,
201292,2024-12-11 16:05:35,2362.47,,,,,,157.98,,,,,,,,,,,,
201297,2024-12-11 16:05:39,2362.47,,,,,,158.07,,,,,,,,,,,,
201300,2024-12-11 16:05:44,2362.47,,,,,,158.15,,,,,,,,,,,,
201301,2024-12-11 16:05:44,2362.47,,,,,,158.15,,,,,,,0.088863,,,,,
201304,2024-12-11 16:05:49,2362.47,,,,,,158.28,,,,,,,,,,Pumps Off Event,,
201305,2024-12-11 16:05:50,2362.47,,,,,,,,1,,,,,,,,,,
201306,2024-12-11 16:05:51,2362.47,,,,,,,,,,,,,,,17.07,,,
201310,2024-12-11 16:05:54,2362.06,,,0,,,143.44,,,,,,,,,,,,
201313,2024-12-11 16:05:59,2367.81,,,0,,,113.23,,,,,,,,,,,,
201317,2024-12-11 16:06:05,2387.34,,,,,,112.7,,,,,,,,,,,,
201318,2024-12-11 16:06:06,2387.34,,,,,,,,,,,,,,,16,,,
201322,2024-12-11 16:06:09,2408.45,,,,,,114.33,,,,,,,,,,,,
201326,2024-12-11 16:06:14,2429.4,,,,,,114.15,,,,,,,,,,,,
201331,2024-12-11 16:06:19,2448.31,,,,,,112.85,,,,,,,,,,,,
201334,2024-12-11 16:06:21,2448.31,,,,,,,,,,,,,,,14.93,,1.74,1.74
201337,2024-12-11 16:06:24,2455.43,,,,,,137.08,,,,,,,,,,,,
201338,2024-12-11 16:06:24,2455.43,,,,,,137.08,,,,,,,,,,,,
201342,2024-12-11 16:06:29,2455.55,,,,,,156.12,,,,,,,,,,,,
201346,2024-12-11 16:06:34,2455.55,,,,,,156.34,,,,,,,,,,,,
201347,2024-12-11 16:06:36,2455.55,,,,,,,,,,,,,,,16,,,
201348,2024-12-11 16:06:36,2455.55,,,,,,,,,,,,,,,16,,,
201350,2024-12-11 16:06:39,2455.55,,,,,,156.9,,,,,,,,,,,,
201354,2024-12-11 16:06:44,2455.55,,,,,,158.01,,,,,,,,,,,,
201355,2024-12-11 16:06:44,2455.55,,,,,,158.01,,,,,,,,,,,,
201360,2024-12-11 16:06:49,2455.55,,,,,,156.89,,,,,,,,,,,,
201361,2024-12-11 16:06:51,2455.55,,,,,,,,,,,,,,,16,,,
201365,2024-12-11 16:06:54,2455.55,,,,,,156.62,,,,,,,,,,,,
201369,2024-12-11 16:06:57,2455.55,,,,,,,,,,,,,,,,Pumps On Event,,
201370,2024-12-11 16:06:59,2455.55,,,,,,157.91,,,,,,,,,,,,
201373,2024-12-11 16:07:04,2455.55,,,,,,157.97,,,,,,,,,,,,
201374,2024-12-11 16:07:04,2455.55,,,,,,157.97,,,,,,,,,,,,
201378,2024-12-11 16:07:09,2455.55,,,,,,157.82,,,,,,,,,,,,
201381,2024-12-11 16:07:14,2455.55,,,,,,157.99,,,,,,,,,,,,
201384,2024-12-11 16:07:19,2455.55,,,,,,158.15,,,,,,,,,,,,
201390,2024-12-11 16:07:24,2455.15,,,,,,144.2,,,,,,,,,,,,
201391,2024-12-11 16:07:25,2455.15,,,,,,,,,,,,,,,,Pumps Off Event,,
201393,2024-12-11 16:07:29,2458.82,,,,,,112.82,,,,,,,,,,,,
201396,2024-12-11 16:07:34,2477.62,,,,,,112.33,,,,,,,,,,,,
201402,2024-12-11 16:07:39,2498.72,,,,,,113.52,,,,,,,,,,,,
201406,2024-12-11 16:07:44,2519.55,,,,,,113.64,,,,,,,,,,,,
201410,2024-12-11 16:07:48,2519.55,,,,,,,,,,0.04,,,0.16170408,0.26163906,,,,
201411,2024-12-11 16:07:49,2539.56,,,,,,113.29,,,,,,,,,,,,
201415,2024-12-11 16:07:52,2539.56,,,,,,,,,,0,,,0.088863,0.18101,,,,
201417,2024-12-11 16:07:54,2549.18,,,,,,123.02,,,,,,,,,,,,
201421,2024-12-11 16:07:59,2549.77,,,,,,156.25,,,,,,,,,,,,
201426,2024-12-11 16:08:04,2549.77,,,,,,156.38,,,,,,,,,,,,
201427,2024-12-11 16:08:04,2549.77,,,,,,156.38,,,,,,,,,,,,
201433,2024-12-11 16:08:09,2549.77,,,,,,157.22,,,,,,,,,,,,
201436,2024-12-11 16:08:14,2549.77,,,,,,158.04,,,,,,,,,,,,
201441,2024-12-11 16:08:19,2549.77,,,,,,157.07,,,,,,,,,,,,
201442,2024-12-11 16:08:20,2549.77,,,,,,,,,,,,,,,,Pumps On Event,,
201446,2024-12-11 16:08:24,2549.77,,,,,,156.26,,,,,,,,,,,,
201450,2024-12-11 16:08:29,2549.77,,,,,,157.66,,,,,,,,,,,,
201451,2024-12-11 16:08:29,2549.77,,,,,,157.66,,,,,,,,,,,,
201454,2024-12-11 16:08:34,2549.77,,,,,,157.93,,,,,,,,,,,,
201458,2024-12-11 16:08:39,2549.77,,,,,,158.02,,,,,,,,,,,,
201461,2024-12-11 16:08:44,2549.77,,,,,,157.91,,,,,,,,,,,,
201465,2024-12-11 16:08:49,2549.77,,,,0,,157.84,,,,,,,,,,,,
201466,2024-12-11 16:08:49,2549.77,,,,0,,157.84,,,,0,,,0.088863,,,,,
201470,2024-12-11 16:08:54,2549.77,,,,0,,157.83,,,,,,,,,,,,
201473,2024-12-11 16:08:57,2549.77,,,,,,,,,,0.02,,,0.09305099,0.18101,,,,
201475,2024-12-11 16:09:00,2548.37,,,,,,123.48,,,,,,,,,,,,
201477,2024-12-11 16:09:04,2556.64,,,,,,112.58,,,,,,,,,,,,
201481,2024-12-11 16:09:09,2577.46,,,,,,112.23,,,,,,,,,,,,
201482,2024-12-11 16:09:09,2577.46,,,,,,112.23,,,,-0.02,,,0.1344996,0.19847351,,,,
201485,2024-12-11 16:09:14,2594.93,,,,,,110.76,,0,,,,,,,,,,
201488,2024-12-11 16:09:17,2594.93,,,,,,,,,,0.02,,,0.088863,0.18101,,,,
201490,2024-12-11 16:09:19,2601.45,,,,,,110.07,,,,,,,,,,,,
201494,2024-12-11 16:09:24,2607.28,,,,,,108.79,,,,,,,,,,,,
201499,2024-12-11 16:09:29,2613.08,,,,,,108.56,,,,,,,,,,,,
201500,2024-12-11 16:09:29,2613.08,,,,,,108.56,,,,0.04,,,,,,,,
201505,2024-12-11 16:09:34,2619.09,,,,,,108.55,,,,,,,,,,,,
201509,2024-12-11 16:09:37,2619.09,,,,,,,,,,-0.02,,,,,,,,
201512,2024-12-11 16:09:39,2624.91,,,,,,110.16,,,,,,,,,,,,
201514,2024-12-11 16:09:41,2624.91,,,,,,,,,,0,,,,,,,,
201516,2024-12-11 16:09:45,2630.84,,,,,,108.35,,,,,,,,,,,,
201517,2024-12-11 16:09:45,2630.84,,,,,,108.35,,,,,,,,,,,,
201519,2024-12-11 16:09:49,2630.84,,,,,,,,,,,,,,,,Pumps On Event,,
201520,2024-12-11 16:09:49,2630.84,,,,,,,,,,0,,,0.088863,,,Pumps On Event,,
201521,2024-12-11 16:09:50,2636.53,,,,,,108.38,,,,,,,,,,,,
201522,2024-12-11 16:09:51,2636.53,,,,,,,,,,,,,,,21.33,Pumps Off Event,,
201525,2024-12-11 16:09:53,2636.53,,,,,,,,,,0.02,,,0.11187189,,,,,
201526,2024-12-11 16:09:54,2642.31,,,,,,108.85,,,,,,,,,,,,
201529,2024-12-11 16:09:57,2642.31,,,,,,,,,,0,,,0.088863,,,,,
201530,2024-12-11 16:09:59,2643.9,,,,,,153.91,,,,,,,,,,,,
201533,2024-12-11 16:10:04,2643.9,,,,,,156.21,,,,,,,,,,,,
201536,2024-12-11 16:10:06,2643.9,,,,,,,,,,,,,,,18.13,,,
201538,2024-12-11 16:10:09,2643.9,,,,,,156.95,,,,,,,,,,,,
201539,2024-12-11 16:10:09,2643.9,,,,,,156.95,,,,,,,,,,,,
201544,2024-12-11 16:10:14,2643.9,,,,,,157.94,,,,,,,,,,,,
201545,2024-12-11 16:10:16,2643.9,,,,,,,,,,,,,,,,Pumps Off Event,,
201549,2024-12-11 16:10:19,2643.9,,,,,,157.99,,,,,,,,,,,,
201553,2024-12-11 16:10:24,2643.9,,,,,,156.93,,,,,,,,,,,,
201557,2024-12-11 16:10:29,2643.9,,,,,,156.62,,,,,,,,,,,,
201559,2024-12-11 16:10:34,2643.9,,,,,,158.08,,,,,,,,,,,,
201563,2024-12-11 16:10:39,2643.9,,,,,,158.25,,,,,,,,,,,,
201564,2024-12-11 16:10:44,2643.9,,,,,,158.31,,,,,,,,,,,,
201565,2024-12-11 16:10:49,2643.9,,,,,,158.29,,,,,,,,,,,,
201567,2024-12-11 16:10:54,2643.9,,,0,,,158.21,,,,,,,,,,,,
201568,2024-12-11 16:10:55,2643.9,,,,,,,,1,,,,,,,,,,
201572,2024-12-11 16:10:58,2643.9,,,,,,,,0,,,,,,,,,,
201573,2024-12-11 16:11:00,2643.34,,,0,,,145.49,,,,,,,,,,,,
201575,2024-12-11 16:11:01,2643.34,,,,,,,,,,0.06,,,,,,,,
201577,2024-12-11 16:11:04,2644.44,,,,,,109,,,,,,,,,,,,
201579,2024-12-11 16:11:05,2644.44,,,,,,,,,,0,,,,,,,,
201584,2024-12-11 16:11:09,2650.17,,,,,,108.65,,,,,,,,,,,,
201585,2024-12-11 16:11:09,2650.17,,,,,,108.65,,,,,,,,,,,,
201588,2024-12-11 16:11:13,2650.17,,,,,,,,,,0,,,,,,,,
201589,2024-12-11 16:11:15,2655.94,,,,,,110.13,,,,,,,,,,,,
201591,2024-12-11 16:11:17,2655.94,,,,,,,,,,0.08,,,,,,,,
201592,2024-12-11 16:11:19,2661.97,,,,,,108.65,,,,,,,,,,,,
201594,2024-12-11 16:11:21,2661.97,,,,,,,,,,,,,,,14.93,,1.74,1.74
201595,2024-12-11 16:11:21,2661.97,,,,,,,,,,0,,,,,14.93,,1.74,1.74
201597,2024-12-11 16:11:24,2667.74,,,,,,108.48,,,,,,,,,,,,
201598,2024-12-11 16:11:25,2667.74,,,,,,,,,,,,,,,,Pumps On Event,,
201599,2024-12-11 16:11:25,2667.74,,,,,,,,,,0.02,,,0.088863,,,Pumps On Event,,
201603,2024-12-11 16:11:29,2673.41,,,,,,108.49,,,,,,,,,,,,
201604,2024-12-11 16:11:29,2673.41,,,,,,108.49,,,,-0.06,,,0.106836826,,,,,
201610,2024-12-11 16:11:35,2679.37,,,,,,108.46,,,,,,,,,,,,
201611,2024-12-11 16:11:36,2679.37,,,,,,,,,,,,,,,16,,,
201616,2024-12-11 16:11:40,2685.12,,,,,,108.59,,,,,,,,,,,,
201620,2024-12-11 16:11:44,2690.99,,,,,,108.59,,,,,,,,,,,,
201625,2024-12-11 16:11:49,2696.95,,,,,,107.98,,,,,,,,,,,,
201626,2024-12-11 16:11:49,2696.95,,,,,,107.98,,,,0.02,,,,,,,,
201629,2024-12-11 16:11:52,2696.95,,,,,,,,,,,,,,,,Pumps Off Event,,
201632,2024-12-11 16:11:54,2702.73,,,,,,107.82,,,,,,,,,,,,
201637,2024-12-11 16:11:59,2708.58,,,,,,107.81,,,,,,,,,,,,
201639,2024-12-11 16:12:01,2708.58,,,,,,,,,,0,,,,,,,,
201641,2024-12-11 16:12:04,2714.4,,,,,,107.59,,,,,,,,,,,,
201645,2024-12-11 16:12:09,2720.1,,,,,,109.05,,,,,,,,,,,,
201649,2024-12-11 16:12:14,2726.02,,,,,,107.45,,,,,,,,,,,,
201652,2024-12-11 16:12:19,2731.91,,,,,,107.46,,,,,,,,,,,,
201657,2024-12-11 16:12:25,2737.28,,,,,,110.19,,,,,,,,,,,,
201660,2024-12-11 16:12:30,2738.36,,,,,,156.03,,,,,,,,,,,,
201662,2024-12-11 16:12:34,2738.36,,,,,,156.04,,,,,,,,,,,,
201663,2024-12-11 16:12:36,2738.36,,,,,,,,,,,,,,,23.47,,,
201665,2024-12-11 16:12:39,2738.36,,,,,,157.04,,,,,,,,,,,,
201668,2024-12-11 16:12:41,2738.36,,,,,,,,,,0,,,,,,,,
201670,2024-12-11 16:12:44,2738.36,,,,0,,157.65,,,,,,,,,,,,
201673,2024-12-11 16:12:49,2738.36,,,,0.01,,157.65,,,,,,,,,,,,
201677,2024-12-11 16:12:54,2738.36,,,,0,,156.28,,,,,,,,,,Pumps On Event,,
201679,2024-12-11 16:12:59,2738.36,,,,,,157.52,,,,,,,,,,,,
201682,2024-12-11 16:13:04,2738.36,,,,,,157.57,,,,,,,,,,,,
201684,2024-12-11 16:13:09,2738.36,,,,,,157.74,,,,,,,,,,,,
201685,2024-12-11 16:13:14,2738.36,,,,,,157.58,,,,,,,,,,,,
201686,2024-12-11 16:13:19,2738.36,,,,,,157.56,,,,,,,,,,,,
201691,2024-12-11 16:13:24,2738.34,,,,,,157.65,,,,,,,,,,Pumps Off Event,,
201692,2024-12-11 16:13:24,2738.36,,,,,,,,,,,,,,,,Pumps Off Event,,
201695,2024-12-11 16:13:26,2738.34,,,,,,,,0,,,,,,,,,,
201697,2024-12-11 16:13:29,2738.49,,,,,,110.58,,,,,,,,,,,,
201698,2024-12-11 16:13:29,2738.49,,,,,,110.58,,,,-0.06,,,,,,,,
201703,2024-12-11 16:13:34,2743.71,,,,,,107.84,,,,,,,,,,,,
201705,2024-12-11 16:13:36,2743.71,,,,,,,,,,,,,,,20.27,,,
201709,2024-12-11 16:13:39,2749.67,,,,,,109.55,,,,,,,,,,,,
201714,2024-12-11 16:13:44,2755.47,,,,,,108.04,,,,,,,,,,,,
201716,2024-12-11 16:13:45,2755.47,,,,,,,,,,0.04,,,0.088863,0.18101,,,,
201717,2024-12-11 16:13:47,2755.47,,,,,,,,1,,,,,,,,,,
201719,2024-12-11 16:13:49,2755.47,,,,,,,,0,,-0.02,,,0.12844612,0.20782728,,,,
201720,2024-12-11 16:13:49,2761.33,,,,,,107.83,,,,,,,,,,,,
201721,2024-12-11 16:13:49,2761.33,,,,,,107.83,,0,,-0.02,,,0.12844612,0.20782728,,,,
201722,2024-12-11 16:13:51,2761.33,,,,,,,,,,,,,,,19.2,,,
201724,2024-12-11 16:13:53,2761.33,,,,,,,,,,0.04,,,0.088863,0.18101,,,,
201725,2024-12-11 16:13:55,2767.1,,,,,,107.69,,,,,,,,,,,,
201727,2024-12-11 16:13:57,2767.1,,,,,,,,,,0.02,,,,,,,,
201729,2024-12-11 16:13:59,2772.99,,,,,,107.64,,,,,,,,,,,,
201731,2024-12-11 16:14:01,2772.99,,,,,,,,,,0,,,,,,,,
201734,2024-12-11 16:14:04,2778.75,,,,,,108.27,,,,,,,,,,,,
201739,2024-12-11 16:14:09,2784.74,,,,,,108.24,,,,,,,,,,,,
201740,2024-12-11 16:14:09,2784.74,,,,,,108.24,,,,,,,,,,,,
201746,2024-12-11 16:14:14,2790.44,,,,,,107.46,,,,,,,,,,,,
201751,2024-12-11 16:14:19,2796.33,,,,,,107.19,,0,,,,,,,,,,
201755,2024-12-11 16:14:22,2796.33,,,,,,,,1,,,,,,,,,,
201757,2024-12-11 16:14:25,2802.18,,,,,,107.1,,,,,,,,,,,,
201758,2024-12-11 16:14:25,2802.18,,,,,,107.1,,,,,,,0.18566112,0.26163906,,,,
201762,2024-12-11 16:14:29,2816.01,,,,,,109.91,,,,,,,,,,,,
201763,2024-12-11 16:14:29,2816.01,,,,,,109.91,,,,0,,,0.088863,0.18101,,,,
201765,2024-12-11 16:14:32,2816.01,,,,,,,,,,,,,,,,Pumps On Event,,
201768,2024-12-11 16:14:34,2829.31,,,,,,106.85,,,,,,,,,,,,
201770,2024-12-11 16:14:36,2829.31,,,,,,,,,,,,,,,20.27,,,
201774,2024-12-11 16:14:39,2831.12,,,,,,151.91,,,,,,,,,,,,
201776,2024-12-11 16:14:41,2831.12,,,,,,,,,,0,,,,,,,,
201778,2024-12-11 16:14:44,2831.12,,,,,,155.57,,,,,,,,,,,,
201782,2024-12-11 16:14:49,2831.12,,,,,,156.04,,,,,,,,,,,,
201783,2024-12-11 16:14:49,2831.12,,,,,,156.04,,,,,,,,,,,,
201784,2024-12-11 16:14:51,2831.12,,,,,,,,,,,,,,,18.13,,,
201787,2024-12-11 16:14:55,2831.12,,,,,,157.09,,,,,,,,,,,,
201790,2024-12-11 16:14:59,2831.12,,,,,,157.31,,,,,,,,,,Pumps Off Event,,
201794,2024-12-11 16:15:04,2831.12,,,,,,155.93,,,,,,,,,,,,
201799,2024-12-11 16:15:09,2831.12,,,,,,156.65,,,,,,,,,,,,
201800,2024-12-11 16:15:09,2831.12,,,,,,156.65,,,,,,,,,,,,
201803,2024-12-11 16:15:14,2831.12,,,,,,157.26,,,,,,,,,,,,
201806,2024-12-11 16:15:20,2831.12,,,,,,157.39,,,,,,,,,,,,
201809,2024-12-11 16:15:24,2831.12,,,,,,157.21,,,,,,,,,,,,
201812,2024-12-11 16:15:29,2831.12,,,,,,157.28,,,,,,,,,,,,
201813,2024-12-11 16:15:29,2831.12,,,,,,157.28,,,,,,,0.088863,,,,,
201814,2024-12-11 16:15:34,2831.12,,,,,,157.13,,1,,,,,,,,,,
201815,2024-12-11 16:15:36,2831.12,,,,,,,,,,,,,,,18.13,,,
201819,2024-12-11 16:15:39,2830.59,,,,,,127.07,,,,,,,,,,,,
201823,2024-12-11 16:15:44,2843.51,,,,,,111.74,,,,,,,,,,,,
201826,2024-12-11 16:15:49,2869.08,,,,,,111.54,,,,,,,,,,,,
201827,2024-12-11 16:15:49,2869.08,,,,,,111.54,,,,0.02,,,0.16932495,0.2739697,,,,
201828,2024-12-11 16:15:51,2869.08,,,,,,,,,,,,,,,18.13,,,
201830,2024-12-11 16:15:54,2893.67,,,,,,112.68,,,,,,,,,,,,
201834,2024-12-11 16:15:57,2893.67,,,,,,,,,,0.02,,,0.11714425,0.18954074,,,,
201835,2024-12-11 16:15:59,2915.56,,,0,,,111.18,,,,,,,,,,,,
201838,2024-12-11 16:16:01,2915.56,,,,,,,,,,-0.02,,,0.09743634,0.18101,,,,
201841,2024-12-11 16:16:04,2924.2,,,0,,,124.33,,,,,,,,,,,,
201844,2024-12-11 16:16:06,2924.2,,,,,,,,,,,,,,,18.13,,,
201846,2024-12-11 16:16:09,2924.67,,,,,,155.9,,,,,,,,,,,,
201847,2024-12-11 16:16:09,2924.67,,,,,,155.9,,,,,,,,,,,,
201852,2024-12-11 16:16:14,2924.67,,,,,,155.93,,,,,,,,,,,,
201857,2024-12-11 16:16:19,2924.67,,,,,,156.96,,,,,,,,,,,,
201859,2024-12-11 16:16:21,2924.67,,,,,,,,,,,,,,,17.07,,1.7,1.74
201860,2024-12-11 16:16:21,2924.67,,,,,,,,,,,,,,,17.07,,1.7,1.74
201862,2024-12-11 16:16:24,2924.67,,,,,,157.52,,,,,,,,,,,,
201867,2024-12-11 16:16:29,2924.67,,,,,,156.74,,,,,,,,,,Pumps Off Event,,
201868,2024-12-11 16:16:29,2924.67,,,,,,156.74,,,,,,,,,,Pumps Off Event,,
201872,2024-12-11 16:16:34,2924.67,,,,,,156.53,,,,,,,,,,,,
201873,2024-12-11 16:16:36,2924.67,,,,,,,,,,,,,,,18.13,,,
201876,2024-12-11 16:16:39,2924.67,,,,,,157.46,,,,,,,,,,,,
201879,2024-12-11 16:16:44,2924.67,,,,,,157.53,,,,,,,,,,,,
201882,2024-12-11 16:16:49,2924.67,,,,,,157.7,,,,,,,,,,,,
201883,2024-12-11 16:16:49,2924.67,,,,,,157.7,,,,,,,,,,,,
201887,2024-12-11 16:16:54,2924.67,,,,,,157.62,,,,,,,,,,,,
201890,2024-12-11 16:16:59,2924.67,,,,,,157.67,,,,,,,,,,,,
201891,2024-12-11 16:17:03,2924.67,,,,,,,,1,,,,,,,,,,
201892,2024-12-11 16:17:04,2924.67,,,,,,157.52,,,,,,,,,,,,
201895,2024-12-11 16:17:06,2924.67,,,,,,,,,,,,,,,22.4,,,
201897,2024-12-11 16:17:09,2924.34,,,,,,115.94,,,,,,,,,,,,
201901,2024-12-11 16:17:14,2941.29,,,,,,111.3,,,,,,,,,,,,
201904,2024-12-11 16:17:17,2941.29,,,,,,,,,,0.02,,,0.1544262,0.24986336,,,,
201905,2024-12-11 16:17:19,2966.99,,,,,,111.26,,,,,,,,,,,,
201909,2024-12-11 16:17:24,2992.09,,,,,,112.14,,,,,,,,,,,,
201912,2024-12-11 16:17:28,2992.09,,,,,,,,1,,,,,,,,,,
201913,2024-12-11 16:17:29,3012.24,,,,,,109.21,,,,,,,,,,,,
201914,2024-12-11 16:17:29,3012.24,,,,,,109.21,,,,0.06,,,0.10202838,0.18101,,,,
