,RT_Time,RT_Depth,RT_PUMP_ON,RT_PUMP_OFF,RT_ROP,RT_RPM.W,RT_SLIDE_BIT,RT_WOB,MR_GAMA.5S5A,MR_FLOW.M,MR_ROTATION,MR_RPM-AVG.MR,MR_RPM-MAG-AVG.MR,MR_GRAV.M,MR_VIBA.MR,MR_VIBL.MR,PD_Gamma,PD_Pump Event,PD_Axial Vibration,PD_Lateral Vibration
239603,2024-12-12 00:47:29,11017.71,,,73.67,20.07,,28.04,,,,,,,,,,,,
239604,2024-12-12 00:47:29,11017.71,,,73.67,20.07,,28.04,,,,19.88,,,0.88863,1.09,,,,
239607,2024-12-12 00:47:32,11017.48,,,,,,,32.2,,,,,,,,,,,
239608,2024-12-12 00:47:32,11017.71,,,,,,,32.2,,,,,,,,,,,
239610,2024-12-12 00:47:34,11017.81,,,73.45,20.05,,28.05,,,,,,,,,,,,
239612,2024-12-12 00:47:36,11017.81,,,,,,,,,,,,,,,28.8,,,
239616,2024-12-12 00:47:39,11017.9,,,72.91,19.81,,27.96,,,,,,,,,,,,
239619,2024-12-12 00:47:42,11017.39,,,,,,,27.8,,,,,,,,,,,
239620,2024-12-12 00:47:42,11017.9,,,,,,,27.8,,,,,,,,,,,
239623,2024-12-12 00:47:44,11018,,,72.36,19.94,,28.06,,,,,,,,,,,,
239629,2024-12-12 00:47:49,11018.1,,,71.9,19.9,,27.89,,,,,,,,,,,,
239630,2024-12-12 00:47:49,11018.1,,,71.9,19.9,,27.89,,,,19.86,,,,,,,,
239632,2024-12-12 00:47:51,11018.1,,,,,,,,,,,,,,,32,,,
239633,2024-12-12 00:47:52,11018.1,,,,,,,26,,,,,,,,,,,
239634,2024-12-12 00:47:53,11018,,,,,,,,,1,,,,,,,,,
239637,2024-12-12 00:47:57,11018.2,,,71.66,19.96,,28.04,26.6,,,,,,,,,,,
239638,2024-12-12 00:47:57,11018.2,,,71.66,19.96,,28.04,,,0,,,,,,,,,
239640,2024-12-12 00:47:59,11018.3,,,71.4,20.01,,28.09,,,,,,,,,,,,
239643,2024-12-12 00:48:01,11018.3,,,,,,,,,1,,,,,,,,,
239648,2024-12-12 00:48:04,11018.4,,,71.31,19.98,,28.06,,,,,,,,,,,,
239650,2024-12-12 00:48:05,11018.4,,,,,,,,,0,,,,,,,,,
239655,2024-12-12 00:48:09,11018.4,,,,,,,,,,18.88,,,,,,,,
239657,2024-12-12 00:48:09,11018.5,,,,,,,,,,18.88,,,,,,,,
239658,2024-12-12 00:48:09,11018.5,,,71.12,20.03,,28.01,,,,,,,,,,,,
239659,2024-12-12 00:48:09,11018.5,,,71.12,20.03,,28.01,,,,18.88,,,,,,,,
239663,2024-12-12 00:48:13,11018.89,,,,,,,,,1,,,,,,,,,
239665,2024-12-12 00:48:14,11018.59,,,70.7,20.03,,27.89,,,,,,,,,,,,
239672,2024-12-12 00:48:19,11018.69,,,70.14,20.01,,27.98,,,,,,,,,,,,
239675,2024-12-12 00:48:22,11018.69,,,,,,,33,,,,,,,,,,,
239678,2024-12-12 00:48:25,11018.79,,,69.53,20.07,,27.88,,,,,,,,,,,,
239679,2024-12-12 00:48:25,11018.79,,,69.53,20.07,,27.88,,,1,,,,,,,,,
239683,2024-12-12 00:48:29,11018.88,,,,,,,,,0,,,,,,,,,
239684,2024-12-12 00:48:29,11018.88,,,69.37,20,,28,,,0,,,,,,,,,
239690,2024-12-12 00:48:32,11018.88,,,,,,,33.4,,,,,,,,,,,
239691,2024-12-12 00:48:33,11022.43,,,,,,,,,1,,,,,,,,,
239694,2024-12-12 00:48:34,11018.98,,,69.54,19.98,,27.9,,,,,,,,,,,,
239700,2024-12-12 00:48:39,11019.08,,,69.96,20.02,,28,,,,,,,,,,,,
239704,2024-12-12 00:48:42,11019.08,,,,,,,32,,,,,,,,,,,
239706,2024-12-12 00:48:44,11019.18,,,70.29,20,0,27.89,,,,,,,,,,,,
239708,2024-12-12 00:48:45,10972,,,,,,,,,1,,,,,,,,,
239709,2024-12-12 00:48:47,11019.18,,,,,,,28.6,,,,,,,,,,,
239712,2024-12-12 00:48:49,11019.18,,,,,,,,,,21.72,,,0.8486351,,,,,
239713,2024-12-12 00:48:49,11019.27,,,70.54,20.09,0,28.05,,,,,,,,,,,,
239714,2024-12-12 00:48:49,11019.27,,,70.54,20.09,0,28.05,,,,21.72,,,0.8486351,,,,,
239718,2024-12-12 00:48:53,11019.27,,,,,,,,,0,,,,,,,,,
239720,2024-12-12 00:48:54,11019.37,,,70.58,20.02,,27.89,,,,,,,,,,,,
239729,2024-12-12 00:48:59,11019.48,,,70.68,19.98,,27.69,,,,,,,,,,,,
239731,2024-12-12 00:49:01,10972,,,,,,,,,0,,,,,,,,,
239732,2024-12-12 00:49:02,11019.48,,,,,,,26,,,,,,,,,,,
239733,2024-12-12 00:49:04,11019.58,,,70.95,20.09,,27.91,,,,,,,,,,,,
239742,2024-12-12 00:49:09,11019.68,,,71.52,19.86,,27.94,,,1,,,,,,,,,
239744,2024-12-12 00:49:12,10972,,,,,,,29.4,,,,,,,,,,,
239745,2024-12-12 00:49:12,11019.68,,,,,,,29.4,,,,,,,,,,,
239748,2024-12-12 00:49:14,11019.78,,,72.25,19.92,,28.07,,,,,,,,,,,,
239753,2024-12-12 00:49:17,11019.78,,,,,,,30.8,,,,,,,,,,,
239754,2024-12-12 00:49:17,11019.78,,,,,,,,,1,,,,,,,,,
239756,2024-12-12 00:49:19,11019.88,,,72.79,19.98,,27.91,,,,,,,,,,,,
239759,2024-12-12 00:49:21,11019.88,,,,,,,,,0,,,,,,,,1,1.98
239765,2024-12-12 00:49:24,11019.98,,,73,20.01,,27.99,,,,,,,,,,,,
239768,2024-12-12 00:49:25,11019.98,,,,,,,,,1,,,,,,,,,
239769,2024-12-12 00:49:27,11019.98,,,,,,,29,,,,,,,,,,,
239770,2024-12-12 00:49:29,11020.09,,,73.01,19.93,,27.89,,,,,,,,,,,,
239771,2024-12-12 00:49:29,11020.09,,,73.01,19.93,,27.89,,,,20.64,,,0.8486351,1.14,,,,
239775,2024-12-12 00:49:33,10972,,,,,,,,,0,,,,,,,,,
239776,2024-12-12 00:49:33,11020.09,,,,,,,,,0,,,,,,,,,
239777,2024-12-12 00:49:34,11020.19,,,73.18,20.09,,28.13,,,,,,,,,,,,
239781,2024-12-12 00:49:37,11020.19,,,,,,,27.2,,,,,,,,,,,
239784,2024-12-12 00:49:39,11020.29,,,73.23,19.88,,28.24,,,,,,,,,,,,
239786,2024-12-12 00:49:41,11020.29,,,,,,,,,1,,,,,,,,,
239787,2024-12-12 00:49:42,10972,,,,,,,30,,,,,,,,,,,
239788,2024-12-12 00:49:42,11024.23,,,,,,,30,,,,,,,,,,,
239791,2024-12-12 00:49:44,11020.38,,,73.06,20.07,,27.9,,,,,,,,,,,,
239795,2024-12-12 00:49:45,11020.38,,,,,,,,,0,,,,,,,,,
239796,2024-12-12 00:49:47,11020.38,,,,,,,29,,,,,,,,,,,
239797,2024-12-12 00:49:47,11024.32,,,,,,,29,,,,,,,,,,,
239800,2024-12-12 00:49:49,11020.48,,,,,,,,,,19.24,,,0.88863,1.09,,,,
239801,2024-12-12 00:49:49,11020.48,,,72.42,19.91,,27.98,,,,,,,,,,,,
239802,2024-12-12 00:49:49,11020.48,,,72.42,19.91,,27.98,,,,19.24,,,0.88863,1.09,,,,
239805,2024-12-12 00:49:52,10972,,,,,,,34.4,,,,,,,,,,,
239806,2024-12-12 00:49:52,11020.48,,,,,,,34.4,,,,,,,,,,,
239807,2024-12-12 00:49:52,11024.51,,,,,,,34.4,,,,,,,,,,,
239808,2024-12-12 00:49:53,11020.48,,,,,,,,,1,,,,,,,,,
239809,2024-12-12 00:49:54,11020.58,,,71.79,20.02,,27.98,,,,,,,,,,,,
239812,2024-12-12 00:49:57,11020.58,,,,,,,30.4,,,,,,,,,,,
239813,2024-12-12 00:49:57,11020.58,,,,,,,,,0,,,,,,,,,
239815,2024-12-12 00:49:59,11020.68,,,71.49,20.03,,28.08,,,,,,,,,,,,
239822,2024-12-12 00:50:04,11020.77,,,71.34,20.09,,28.11,,,,,,,,,,,,
239826,2024-12-12 00:50:05,11020.77,,,,,,,,,,19.68,,,,1.14,,,,
239831,2024-12-12 00:50:09,11020.87,,,71.2,19.96,,28.15,,,,,,,,,,,,
239834,2024-12-12 00:50:12,11024.83,,,,,,,35,,,,,,,,,,,
239835,2024-12-12 00:50:13,11020.87,,,,,,,,,1,,,,,,,,,
239836,2024-12-12 00:50:14,11020.97,,,70.64,19.82,,28.14,,,,,,,,,,,,
239840,2024-12-12 00:50:17,11020.97,,,,,,,27.6,,,,,,,,,,,
239841,2024-12-12 00:50:17,11020.97,,,,,,,,,0,,,,,,,,,
239842,2024-12-12 00:50:19,11021.06,,,69.83,19.92,,28.27,,,,,,,,,,,,
239845,2024-12-12 00:50:22,10984.07,,,,,,,32.2,,,,,,,,,,,
239846,2024-12-12 00:50:22,11021.06,,,,,,,32.2,,,,,,,,,,,
239847,2024-12-12 00:50:22,11025.19,,,,,,,32.2,,,,,,,,,,,
239850,2024-12-12 00:50:24,11021.15,,,68.58,20.15,,28.21,,,,,,,,,,,,
239860,2024-12-12 00:50:29,11021.24,,,67.35,19.86,,27.69,,,,,,,,,,,,
239870,2024-12-12 00:50:34,11021.34,,,66.5,20.09,,27.86,,,,,,,,,,,,
239874,2024-12-12 00:50:37,11021.34,,,,,,,31.8,,,,,,,,,,,
239875,2024-12-12 00:50:39,11021.44,,,66.58,20.05,,27.89,,,,,,,,,,,,
239878,2024-12-12 00:50:42,11021.44,,,,,,,30.6,,,,,,,,,,,
239880,2024-12-12 00:50:44,11021.53,,,67.45,20.02,,28.19,,,,,,,,,,,,
239887,2024-12-12 00:50:49,11021.62,,,67.99,19.91,0,27.94,,,,,,,,,,,,
239888,2024-12-12 00:50:49,11021.62,,,67.99,19.91,0,27.94,,,,19.92,,,,1.14,,,,
239890,2024-12-12 00:50:49,11025.77,,,,,,,,,,19.92,,,,1.14,,,,
239893,2024-12-12 00:50:52,11021.62,,,,,,,30.2,,,,,,,,,,,
239895,2024-12-12 00:50:54,11021.71,,,68.12,20.03,0,28.11,,,,,,,,,,,,
239903,2024-12-12 00:50:59,11021.8,,,67.51,19.96,,28.12,,,,,,,,,,,,
239906,2024-12-12 00:51:01,10976.01,,,,,,,,,1,,,,,,,,,
239908,2024-12-12 00:51:01,11021.8,,,,,,,,,1,,,,,,,,,
239912,2024-12-12 00:51:04,11021.89,,,66.84,19.92,,28.23,,,,,,,,,,,,
239917,2024-12-12 00:51:06,11021.89,,,,,,,,,,,,,,,29.87,,,
239920,2024-12-12 00:51:09,11021.98,,,65.97,20.02,,28.02,,,0,,,,,,,,,
239921,2024-12-12 00:51:09,11026.23,,,,,,,,,0,,,,,,,,,
239922,2024-12-12 00:51:09,11026.23,,,,,,,,,0,,,,,,,,,
239924,2024-12-12 00:51:12,11021.98,,,,,,,28.4,,,,,,,,,,,
239925,2024-12-12 00:51:14,11022.06,,,64.77,19.88,,27.9,,,,,,,,,,,,
239933,2024-12-12 00:51:19,11022.15,,,63.7,19.99,,27.95,,,,,,,,,,,,
239936,2024-12-12 00:51:22,11022.15,,,,,,,30,,,,,,,,,,,
239939,2024-12-12 00:51:24,11022.24,,,62.7,20,,27.62,,,,,,,,,,,,
239948,2024-12-12 00:51:29,11022.24,,,,,,,,,,19.66,,,0.8486351,1.09,,,,
239950,2024-12-12 00:51:30,11022.34,,,62.94,19.97,,27.64,,,,,,,,,,,,
239951,2024-12-12 00:51:32,11022.34,,,,,,,28.2,,,,,,,,,,,
239953,2024-12-12 00:51:34,11022.44,,,64.14,20.07,,27.65,,,,,,,,,,,,
239960,2024-12-12 00:51:39,11022.54,,,66.28,19.92,,27.9,,,,,,,,,,,,
239963,2024-12-12 00:51:42,11022.54,,,,,,,30,,,,,,,,,,,
239965,2024-12-12 00:51:44,11022.64,,,68.84,19.91,,27.77,,,,,,,,,,,,
239972,2024-12-12 00:51:49,11022.63,,,,,,,,,,26.6,,,0.8104402,1.14,,,,
239973,2024-12-12 00:51:49,11022.63,,,55.54,19.85,0,26.69,,,,,,,,,,,,
239974,2024-12-12 00:51:49,11022.63,,,55.54,19.85,0,26.69,,,,26.6,,,0.8104402,1.14,,,,
239981,2024-12-12 00:51:54,11020.1,,,0,0,,0.19,,,,,,,,,,,,
239985,2024-12-12 00:51:57,11020.1,,,,,,,27.8,,,,,,,,,,,
239986,2024-12-12 00:51:57,11020.1,,,,,,,,,0,,,,,,,,,
239987,2024-12-12 00:51:59,11020.01,,,,-0.07,,17.06,,,,,,,,,,,,
239991,2024-12-12 00:52:04,11020.16,,,,0,,116.49,,0,,,,,,,,,,
239992,2024-12-12 00:52:04,11027.32,,,,,,,,0,,,,,,,,,,
239996,2024-12-12 00:52:09,11020.17,,,,-9.94,,132.5,,,,,,,,,,,,
239997,2024-12-12 00:52:09,11020.17,,,,-9.94,,132.5,,,,0,,,0.088863,0.18101,,,,
240005,2024-12-12 00:52:14,11020.17,,,,-36.13,,143.53,,,,,,,,,,,,
240011,2024-12-12 00:52:19,11020.17,,,,-26.35,,149.33,,,,,,,,,,,,
240017,2024-12-12 00:52:24,11020.17,,,,0.02,,151.7,,,,,,,,,,,,
240023,2024-12-12 00:52:29,11020.17,,,,0,,151.29,,,,,,,,,,,,
240024,2024-12-12 00:52:29,11020.17,,,,0,,151.29,,,,,,,,,,,,
240031,2024-12-12 00:52:34,11020.17,,,,,,150.99,,,,,,,,,,,,
240037,2024-12-12 00:52:39,11020.17,,,,,,151.89,,,,,,,,,,,,
240042,2024-12-12 00:52:44,11020.17,,,,,,152.56,,,,,,,,,,,,
240050,2024-12-12 00:52:50,11020.17,,,,,,152.71,,,,,,,,,,,,
240056,2024-12-12 00:52:54,11020.17,,,,0,,153.34,,,,,,,,,,,,
240063,2024-12-12 00:52:59,11020.17,,,,1.9,,156.06,,,,,,,,,,,,
240069,2024-12-12 00:53:04,11020.17,,,,34.99,,154.04,,,,,,,,,,,,
240076,2024-12-12 00:53:09,11020.17,,,,36.09,,148.68,,,,,,,,,,,,
240083,2024-12-12 00:53:14,11020.18,,,,36.05,,142.89,,,,,,,,,,,,
240088,2024-12-12 00:53:19,11020.22,,,,11.05,,138.53,,,,,,,,,,,,
240092,2024-12-12 00:53:24,11020.22,,,,0.47,,140.71,,,,,,,,,,,,
240094,2024-12-12 00:53:25,11020.22,,,,,,,,,,0,,,0.088863,,,,,
240096,2024-12-12 00:53:25,11029.26,,,,,,,,,,0,,,0.088863,,,,,
240100,2024-12-12 00:53:29,11020.22,,,,0.12,,141.03,,,,,,,,,,,,
240101,2024-12-12 00:53:30,11020.22,,,,,,,,1,,,,,,,,,,
240103,2024-12-12 00:53:33,11020.22,,,,,,,,,,-0.02,,,0.09743634,0.18101,,,,
240105,2024-12-12 00:53:34,11020.22,,,,-0.34,,142.72,,,,,,,,,,,,
240111,2024-12-12 00:53:39,11019.75,,,,-0.14,,94.49,,,,,,,,,,,,
240116,2024-12-12 00:53:44,11018.04,,,,0,,-28.09,,,,,,,,,,,,
240119,2024-12-12 00:53:45,11029.75,,,,,,,,,,3.36,,,0.18566112,0.5220385,,,,
240123,2024-12-12 00:53:49,11017.48,,,,,,-27.96,,,,,,,,,,,,
240128,2024-12-12 00:53:54,11017.44,,,,0,,-26.85,,,,,,,,,,,,
240133,2024-12-12 00:53:59,11017.24,,,,7.39,,-30.59,,,,,,,,,,,,
240138,2024-12-12 00:54:04,11017.39,,,,25.32,,-22.94,,,,,,,,,,,,
240140,2024-12-12 00:54:05,11030.22,,,,,,,,,,15.04,,,0.2562837,0.6276284,,,,
240145,2024-12-12 00:54:09,11017.76,,,,40.14,,-9.07,,,,,,,,,,,,
240147,2024-12-12 00:54:13,11017.76,,,,,,,,,1,,,,,,,,,
240148,2024-12-12 00:54:14,11018,,,,40.01,,-5.27,,,,,,,,,,,,
240152,2024-12-12 00:54:17,11018,,,,,,,28.4,,,,,,,,,,,
240154,2024-12-12 00:54:19,11018.15,,,,39.95,,-5.91,,,,,,,,,,,,
240156,2024-12-12 00:54:21,11018.15,,,,,,,,,,,,,,,32,,0.94,1.94
240160,2024-12-12 00:54:24,11018.32,,,,39.94,,-5.71,,,,,,,,,,,,
240163,2024-12-12 00:54:25,10989.68,,,,,,,,,,40.12,,,0.44537002,1.09,,,,
240166,2024-12-12 00:54:25,11018.32,,,,,,,,,,40.12,,,0.44537002,1.09,,,,
240169,2024-12-12 00:54:25,11030.68,,,,,,,,,,40.12,,,0.44537002,1.09,,,,
240170,2024-12-12 00:54:27,11018.32,,,,,,,29.6,,,,,,,,,,,
240172,2024-12-12 00:54:29,11018.53,,,,39.99,,-5.26,,,,,,,,,,,,
240174,2024-12-12 00:54:32,11018.53,,,,,,,28,,,,,,,,,,,
240175,2024-12-12 00:54:32,11030.8,,,,,,,28,,,,,,,,,,,
240177,2024-12-12 00:54:34,11018.89,,,,39.98,,-3.18,,,,,,,,,,,,
240180,2024-12-12 00:54:36,11018.89,,,,,,,,,,,,,,,29.87,,,
240183,2024-12-12 00:54:39,11019.28,,,,40.02,,0.07,,,,,,,,,,,,
240185,2024-12-12 00:54:42,11019.28,,,,,,,26,,,,,,,,,,,
240188,2024-12-12 00:54:44,11019.68,,,,40.04,,0.02,,,,,,,,,,,,
240191,2024-12-12 00:54:45,11030.92,,,,,,,,,,36,,,0.61478174,1.04,,,,
240196,2024-12-12 00:54:49,11021,,,0,39.96,,6.34,,,,,,,,,,,,
240198,2024-12-12 00:54:51,11030.95,,,,,,,,,,,,,,,28.8,,,
240199,2024-12-12 00:54:52,11021,,,,,,,29,,,,,,,,,,,
240201,2024-12-12 00:54:54,11022.43,,,1.75,39.92,,18.88,,,,,,,,,,,,
240206,2024-12-12 00:54:59,11022.68,,,21.95,40.03,,21.87,,,,,,,,,,,,
240215,2024-12-12 00:55:05,11022.8,,,,,,,,,,35.7,,,0.77396435,1.09,,,,
240216,2024-12-12 00:55:05,11022.8,,,29.95,40.08,,22.2,,,,,,,,,,,,
240217,2024-12-12 00:55:05,11022.8,,,29.95,40.08,,22.2,,,,,,,,,,,,
240218,2024-12-12 00:55:05,11022.8,,,29.95,40.08,,22.2,,,,35.7,,,0.77396435,1.09,,,,
240221,2024-12-12 00:55:05,11031.09,,,,,,,,,,35.7,,,0.77396435,1.09,,,,
240223,2024-12-12 00:55:07,11022.8,,,,,,,32,,,,,,,,,,,
240225,2024-12-12 00:55:09,11022.98,,,40.13,40.01,,23.94,,,,,,,,,,,,
240228,2024-12-12 00:55:12,11022.98,,,,,,,27.2,,,,,,,,,,,
240230,2024-12-12 00:55:14,11023.14,,,50.55,40.11,0,24.91,,,,,,,,,,,,
240233,2024-12-12 00:55:15,11031.25,,,,,,,,,,,,0.9958342,,,,,,
240239,2024-12-12 00:55:19,11023.31,,,78.48,39.98,,26.23,,,,,,,,,,,,
240242,2024-12-12 00:55:22,11023.31,,,,,,,26.6,,,,,,,,,,,
240243,2024-12-12 00:55:24,11023.47,,,101.27,39.93,,27.16,,,,,,,,,,,,
240246,2024-12-12 00:55:25,11031.52,,,,,,,,,,38.66,,,0.8104402,1.2,,,,
240252,2024-12-12 00:55:29,11023.62,,,113.91,39.76,,27.85,,,,,,,,,,,,
240255,2024-12-12 00:55:32,11023.62,,,,,,,28.2,,,,,,,,,,,
240258,2024-12-12 00:55:34,11023.76,,,116.24,39.97,,28.4,,,,,,,,,,,,
240261,2024-12-12 00:55:36,11031.81,,,,,,,,,,,,,,,28.8,,,
240265,2024-12-12 00:55:40,11023.87,,,110.54,39.95,,28.82,,,,,,,,,,,,
240266,2024-12-12 00:55:42,11023.87,,,,,,,32.2,,,,,,,,,,,
240268,2024-12-12 00:55:44,11023.97,,,101.98,40.02,,28.74,,,,,,,,,,,,
240277,2024-12-12 00:55:49,11024.07,,,91.15,39.99,,28.51,,,,,,,,,,,,
240281,2024-12-12 00:55:52,11024.07,,,,,,,34,,,,,,,,,,,
240284,2024-12-12 00:55:54,11024.14,,,79.95,39.98,,28.58,,,,,,,,,,,,
240293,2024-12-12 00:55:59,11024.23,,,71.09,40.02,,28.02,,,,,,,,,,,,
240296,2024-12-12 00:56:02,11032.45,,,,,,,31,,,,,,,,,,,
240299,2024-12-12 00:56:04,11024.32,,,65.97,40,,27.94,,,,,,,,,,,,
240302,2024-12-12 00:56:05,11024.32,,,,,,,,,,39.58,,,,,,,,
240303,2024-12-12 00:56:06,11032.55,,,,,,,,,,,,,,,30.93,,,
240304,2024-12-12 00:56:07,11024.32,,,,,,,32.4,,,,,,,,,,,
240306,2024-12-12 00:56:09,11024.41,,,63.02,40,,27.62,,,,,,,,,,,,
240311,2024-12-12 00:56:14,11024.51,,,62.72,39.94,,27.7,,,,,,,,,,,,
240315,2024-12-12 00:56:17,11024.51,,,,,,,29.2,,,,,,,,,,,
240318,2024-12-12 00:56:19,11024.61,,,63.8,39.92,,27.6,,,,,,,,,,,,
240320,2024-12-12 00:56:21,11024.61,,,,,,,,,,,,,,,28.8,,1,1.98
240324,2024-12-12 00:56:24,11024.72,,,66.65,39.9,,27.52,,,,,,,,,,,,
240334,2024-12-12 00:56:29,11024.83,,,70.61,39.88,,27.73,,,,,,,,,,,,
240340,2024-12-12 00:56:34,11024.95,,,75.01,39.92,,27.53,,,,,,,,,,,,
240343,2024-12-12 00:56:36,11024.95,,,,,,,,,,,,,,,28.8,,,
240344,2024-12-12 00:56:36,11032.98,,,,,,,,,,,,,,,28.8,,,
240345,2024-12-12 00:56:36,11032.98,,,,,,,,,,,,,,,28.8,,,
240346,2024-12-12 00:56:37,11024.95,,,,,,,32.6,,,,,,,,,,,
240349,2024-12-12 00:56:39,11025.07,,,78.83,39.97,,27.72,,,,,,,,,,,,
240351,2024-12-12 00:56:42,11025.07,,,,,,,29.8,,,,,,,,,,,
240356,2024-12-12 00:56:44,11025.19,,,81.93,39.96,,27.77,,,,,,,,,,,,
240365,2024-12-12 00:56:50,11025.31,,,84.38,40.02,,27.93,,,,,,,,,,,,
240367,2024-12-12 00:56:52,11025.31,,,,,,,30.8,,,,,,,,,,,
240368,2024-12-12 00:56:52,11033.38,,,,,,,30.8,,,,,,,,,,,
240371,2024-12-12 00:56:54,11025.43,,,85.69,39.89,,27.96,,,,,,,,,,,,
240375,2024-12-12 00:56:57,11025.43,,,,,,,29.2,,,,,,,,,,,
240376,2024-12-12 00:57:00,11025.54,,,86.22,39.92,,28.09,,,,,,,,,,,,
240377,2024-12-12 00:57:00,11025.54,,,86.22,39.92,,28.09,,,,,,,,,,,,
240378,2024-12-12 00:57:02,11025.54,,,,,,,30,,,,,,,,,,,
240380,2024-12-12 00:57:04,11025.66,,,85.79,40.03,,28.05,,,,,,,,,,,,
240383,2024-12-12 00:57:05,10983.88,,,,,,,,,,39.52,,,0.8104402,,,,,
240384,2024-12-12 00:57:06,11025.66,,,,,,,,,,,,,,,27.73,,,
240385,2024-12-12 00:57:06,11033.88,,,,,,,,,,,,,,,27.73,,,
240390,2024-12-12 00:57:09,11025.77,,,85.12,39.98,,28.13,,,,,,,,,,,,
240392,2024-12-12 00:57:12,11025.77,,,,,,,33.2,,,,,,,,,,,
240393,2024-12-12 00:57:12,11034.04,,,,,,,33.2,,,,,,,,,,,
240395,2024-12-12 00:57:14,11025.89,,,84.17,40.01,0,27.93,,,,,,,,,,,,
240399,2024-12-12 00:57:17,11034.2,,,,,,,27.6,,,,,,,,,,,
240402,2024-12-12 00:57:19,11026.01,,,83.53,40.05,0,28.11,,,,,,,,,,,,
240405,2024-12-12 00:57:21,11026.01,,,,,,,,,,,,,,,26.67,,1,1.98
240408,2024-12-12 00:57:24,11026.11,,,82.92,39.8,,28.12,,,,,,,,,,,,
240411,2024-12-12 00:57:25,11026.11,,,,,,,,,,39.78,,,,,,,,
240413,2024-12-12 00:57:27,11026.11,,,,,,,26.6,,,,,,,,,,,
240415,2024-12-12 00:57:29,11026.23,,,82.51,40.03,,28.1,,,,,,,,,,,,
240422,2024-12-12 00:57:34,11026.34,,,81.76,39.93,,28.11,,,,,,,,,,,,
240424,2024-12-12 00:57:36,11034.68,,,,,,,,,,,,,,,28.8,,,
240425,2024-12-12 00:57:37,11026.34,,,,,,,28.6,,,,,,,,,,,
240426,2024-12-12 00:57:37,11034.68,,,,,,,28.6,,,,,,,,,,,
240427,2024-12-12 00:57:39,11026.45,,,80.91,40.03,,28.06,,,,,,,,,,,,
240435,2024-12-12 00:57:46,11026.56,,,80.08,39.99,,28.11,,,,,,,,,,,,
240440,2024-12-12 00:57:49,11026.66,,,79.22,39.96,,28.02,,,,,,,,,,,,
240443,2024-12-12 00:57:52,11026.66,,,,,,,27.6,,,,,,,,,,,
240447,2024-12-12 00:57:55,11026.77,,,78.62,40.02,,28.06,,,,,,,,,,,,
240448,2024-12-12 00:57:55,11026.77,,,78.62,40.02,,28.06,,,,,,,,,,,,
240456,2024-12-12 00:57:59,11026.88,,,77.97,40.07,,27.88,,,,,,,,,,,,
240458,2024-12-12 00:58:02,11026.88,,,,,,,30.2,,,,,,,,,,,
240459,2024-12-12 00:58:02,11035.2,,,,,,,30.2,,,,,,,,,,,
240460,2024-12-12 00:58:04,11026.99,,,77.72,40.01,,27.99,,,,,,,,,,,,
240464,2024-12-12 00:58:06,11026.99,,,,,,,,,,,,,,,27.73,,,
240465,2024-12-12 00:58:06,11035.32,,,,,,,,,,,,,,,27.73,,,
240468,2024-12-12 00:58:09,11027.1,,,77.45,40.09,,27.9,,,,,,,,,,,,
240472,2024-12-12 00:58:12,11027.1,,,,,,,25,,,,,,,,,,,
240474,2024-12-12 00:58:14,11027.21,,,77.55,39.97,,27.71,,,,,,,,,,,,
240478,2024-12-12 00:58:17,11035.55,,,,,,,29,,,,,,,,,,,
240482,2024-12-12 00:58:19,11027.32,,,78.15,40.05,,27.87,,,,,,,,,,,,
240485,2024-12-12 00:58:22,11027.32,,,,,,,27,,,,,,,,,,,
240491,2024-12-12 00:58:27,10994.92,,,,,,,30.8,,,,,,,,,,,
240493,2024-12-12 00:58:28,11027.44,,,79.14,40.15,,27.63,,,,,,,,,,,,
240496,2024-12-12 00:58:32,11027.56,,,,,,,29.2,,,,,,,,,,,
240497,2024-12-12 00:58:34,11027.67,,,82.19,39.97,,27.82,,,,,,,,,,,,
240507,2024-12-12 00:58:39,11027.79,,,83.76,39.98,,27.96,,,,,,,,,,,,
240515,2024-12-12 00:58:44,11027.91,,,84.47,40.04,,28.09,,,,,,,,,,,,
240518,2024-12-12 00:58:45,11027.91,,,,,,,,,,39.76,,,0.77396435,,,,,
240521,2024-12-12 00:58:47,11027.91,,,,,,,29.2,,,,,,,,,,,
240523,2024-12-12 00:58:49,11028.02,,,84.84,39.97,,28.17,,,,,,,,,,,,
240529,2024-12-12 00:58:54,11028.14,,,84.24,40.04,,28.02,,,,,,,,,,,,
240532,2024-12-12 00:58:57,11028.14,,,,,,,29,,,,,,,,,,,
240534,2024-12-12 00:58:59,11028.25,,,83.21,39.85,,28.07,,,,,,,,,,,,
240542,2024-12-12 00:59:04,11028.36,,,81.85,39.87,,28.09,,,,,,,,,,,,
240548,2024-12-12 00:59:07,11028.36,,,,,,,29,,,,,,,,,,,
240549,2024-12-12 00:59:07,11036.75,,,,,,,29,,,,,,,,,,,
240552,2024-12-12 00:59:09,11028.47,,,80.81,39.96,,28.05,,,,,,,,,,,,
240554,2024-12-12 00:59:12,11028.47,,,,,,,29.6,,,,,,,,,,,
240557,2024-12-12 00:59:14,11028.58,,,80.2,39.73,0,27.99,,,,,,,,,,,,
240560,2024-12-12 00:59:17,11036.97,,,,,,,26,,,,,,,,,,,
240562,2024-12-12 00:59:19,11028.69,,,79.86,40.04,0,28,,,,,,,,,,,,
